assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
E01-0726.a1	E01-0726.e1	E01-0726	AB82	F02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19016	0	0.860212028026581	
E01-0726.a2	E01-0726.e1	E01-0726	AB82	F02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19016	0	1.52231419086456	
E01-0726.a3	E01-0726.e1	E01-0726	AB82	F02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19016	0	0	
E01-0726.a4	E01-0726.e1	E01-0726	AB82	F02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19016	0	3.70972728729248	
E01-0726.a5	E01-0726.e1	E01-0726	AB82	F02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19016	0	0	
E01-0725.a1	E01-0725.e1	E01-0725	AB82	E02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21116	0	0.119143888354301	
E01-0725.a2	E01-0725.e1	E01-0725	AB82	E02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21116	0	1.25157403945923	
E01-0725.a3	E01-0725.e1	E01-0725	AB82	E02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21116	0	0.655431032180786	
E01-0725.a4	E01-0725.e1	E01-0725	AB82	E02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21116	0	0.178720071911812	
E01-0725.a5	E01-0725.e1	E01-0725	AB82	E02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21116	0	7.64805173873901	
A01-1189.a1	A01-1189.e1	A01-1189	AB82	B01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19916	0	2.02269244194031	
A01-1189.a2	A01-1189.e1	A01-1189	AB82	B01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19916	0	3.92192530632019	
A01-1189.a3	A01-1189.e1	A01-1189	AB82	B01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19916	0	0.0631599351763725	
A01-1189.a4	A01-1189.e1	A01-1189	AB82	B01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19916	0	1.89617884159088	
A01-1189.a5	A01-1189.e1	A01-1189	AB82	B01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19916	0	0.189489305019379	
M04-0400.a1	M04-0400.e1	M04-0400	AB82	G04	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21700	0	2.43692994117737	
M04-0400.a2	M04-0400.e1	M04-0400	AB82	G04	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21700	0	0.115937285125256	
M04-0400.a3	M04-0400.e1	M04-0400	AB82	G04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21700	0	1.21787488460541	
M04-0400.a4	M04-0400.e1	M04-0400	AB82	G04	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21700	0	0.927797675132751	
M04-0400.a5	M04-0400.e1	M04-0400	AB82	G04	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21700	0	0	
AB82.HE1	NA	NA	AB82	G05	5	control	PCR Negative	Respiratory Syncitial Virus, Bovine (BRSV)	Other	NA	RNA	HEX	19821	0	0	
AB82.CY2	NA	NA	AB82	G05	5	control	PCR Negative	Respiratory Syncitial Virus, Human (RSV)	G	NA	RNA	Cy5	19821	0	0	
AB82.RO3	NA	NA	AB82	G05	5	control	PCR Negative	SARS-CoV-2	SC2	NA	RNA	ROX	19821	0	0	
AB82.FA4	NA	NA	AB82	G05	5	control	PCR Negative	Influenza Virus A (FluA)	M	NA	RNA	FAM	19821	0	1.26986193656921	
AB82.CZ5	NA	NA	AB82	G05	5	control	PCR Negative	Influenza Virus B (FluB)	NEP/NS1	NA	RNA	Cy5.5	19821	0	0	
AB82.RO6	NA	NA	AB82	C05	5	control	PCR Negative	SARS-CoV-2	SC2	NA	RNA	ROX	20006	0	0	
AB82.FA7	NA	NA	AB82	C05	5	control	PCR Negative	Influenza Virus A (FluA)	M	NA	RNA	FAM	20006	0	0.565995275974274	
AB82.CZ8	NA	NA	AB82	C05	5	control	PCR Negative	Influenza Virus B (FluB)	NEP/NS1	NA	RNA	Cy5.5	20006	0	0	
AB82.HE9	NA	NA	AB82	C05	5	control	PCR Negative	Respiratory Syncitial Virus, Bovine (BRSV)	Other	NA	RNA	HEX	20006	0	0	
AB82.CY10	NA	NA	AB82	C05	5	control	PCR Negative	Respiratory Syncitial Virus, Human (RSV)	G	NA	RNA	Cy5	20006	0	0	
H01-0972.a1	H01-0972.e1	H01-0972	AB82	C04	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20031	0	0	
H01-0972.a2	H01-0972.e1	H01-0972	AB82	C04	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20031	0	0.753774762153625	
H01-0972.a3	H01-0972.e1	H01-0972	AB82	C04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20031	0	1.63374984264374	
H01-0972.a4	H01-0972.e1	H01-0972	AB82	C04	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20031	0	0.125597760081291	
H01-0972.a5	H01-0972.e1	H01-0972	AB82	C04	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20031	0	1.57087421417236	
A04-0653.a1	A04-0653.e1	A04-0653	AB82	E03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19484	0	1.4857269525528	
A04-0653.a2	A04-0653.e1	A04-0653	AB82	E03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19484	0	2.39094257354736	
A04-0653.a3	A04-0653.e1	A04-0653	AB82	E03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19484	0	0.193691000342369	
A04-0653.a4	A04-0653.e1	A04-0653	AB82	E03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19484	0	2.39094257354736	
A04-0653.a5	A04-0653.e1	A04-0653	AB82	E03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19484	0	0.387411803007126	
AB82.HE11	NA	NA	AB82	D05	5	control	PCR Negative	Respiratory Syncitial Virus, Bovine (BRSV)	Other	NA	RNA	HEX	17202	0	0	
AB82.CY12	NA	NA	AB82	D05	5	control	PCR Negative	Respiratory Syncitial Virus, Human (RSV)	G	NA	RNA	Cy5	17202	0	0	
