assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
A01-1092.a1	A01-1092.e1	A01-1092	AB62	A01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	18918	0	0	
A01-1092.a2	A01-1092.e1	A01-1092	AB62	A01	5	unknown	sample			sample			18918		0	
A01-1092.a3	A01-1092.e1	A01-1092	AB62	A01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	18918	0	3.7289731502533	
A01-1092.a4	A01-1092.e1	A01-1092	AB62	A01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	18918	0	0.997748613357544	
A01-1092.a5	A01-1092.e1	A01-1092	AB62	A01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	18918	0	0	
A01-1092.a6	A01-1092.e1	A01-1092	AB62	A01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	18918	0	0.066491961479187	
M04-0380.a1	M04-0380.e1	M04-0380	AB62	G03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20858	0	0	
M04-0380.a2	M04-0380.e1	M04-0380	AB62	G03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20858	0	3.44214463233948	
M04-0380.a3	M04-0380.e1	M04-0380	AB62	G03	5	unknown	sample			sample			20858		0	
M04-0380.a4	M04-0380.e1	M04-0380	AB62	G03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20858	0	0	
M04-0380.a5	M04-0380.e1	M04-0380	AB62	G03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20858	0	0.422212541103363	
M04-0380.a6	M04-0380.e1	M04-0380	AB62	G03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20858	0	0	
