extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
D01-0588.e1	D01-0588.c1	EB145	D04	A4	
A01-1235.e1	A01-1235.c1	EB145	A08	J8	
E01-0619.e1	E01-0619.c1	EB145	B08	K8	
O01-0308.e1	O01-0308.c1	EB145	C04	L4	
A01-1229.e1	A01-1229.c1	EB145	A02	J2	
C01-0883.e1	C01-0883.c1	EB145	B02	K2	
U01-0119.e1	U01-0119.c1	EB145	C02	L2	
A01-1231.e1	A01-1231.c1	EB145	A04	J4	
C01-0885.e1	C01-0885.c1	EB145	B04	K4	
J01-0531.e1	J01-0531.c1	EB145	C08	L8	
N02-0563.e1	N02-0563.c1	EB145	D02	A2	
A04-0696.e1	A04-0696.c1	EB145	C03	L3	
R02-0534.e1	R02-0534.c1	EB145	C07	L7	
M03-0513.e1	M03-0513.c1	EB145	C06	L6	
K01-0537.e1	K01-0537.c1	EB145	D03	A3	
C01-0886.e1	C01-0886.c1	EB145	B05	K5	
A01-1228.e1	A01-1228.c1	EB145	A01	NAB 149 J1	
C01-0882.e1	C01-0882.c1	EB145	B01	K1	
A01-1232.e1	A01-1232.c1	EB145	A05	J5	
H01-0980.e1	H01-0980.c1	EB145	C01	L1	
L01-0629.e1	L01-0629.c1	EB145	C05	L5	
E01-0617.e1	E01-0617.c1	EB145	B06	K6	
A01-1233.e1	A01-1233.c1	EB145	A06	J6	
A01-1234.e1	A01-1234.c1	EB145	A07	J7	
E01-0618.e1	E01-0618.c1	EB145	B07	K7	
G01-0618.e1	G01-0618.c1	EB145	D01	NAB 150 A1	
C01-0884.e1	C01-0884.c1	EB145	B03	K3	
A01-1230.e1	A01-1230.c1	EB145	A03	J3	
