assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
R02-0534.a1	R02-0534.e1	R02-0534	AB89	G03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21054	0	2.33219790458679	
R02-0534.a2	R02-0534.e1	R02-0534	AB89	G03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21054	0	0	
R02-0534.a3	R02-0534.e1	R02-0534	AB89	G03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21054	0	2.57164216041565	
R02-0534.a4	R02-0534.e1	R02-0534	AB89	G03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21054	0	0	
R02-0534.a5	R02-0534.e1	R02-0534	AB89	G03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21054	0	0	
AB89.HE1	NA	NA	AB89	E04	5	control	PCR Negative	Respiratory Syncitial Virus, Bovine (BRSV)	Other	NA	RNA	HEX	20505	0	0	
AB89.CY2	NA	NA	AB89	E04	5	control	PCR Negative	Respiratory Syncitial Virus, Human (RSV)	G	NA	RNA	Cy5	20505	0	0	
AB89.FA3	NA	NA	AB89	E04	5	control	PCR Negative	Influenza Virus A (FluA)	M	NA	RNA	FAM	20505	0	5.59474039077759	
AB89.CZ4	NA	NA	AB89	E04	5	control	PCR Negative	Influenza Virus B (FluB)	NEP/NS1	NA	RNA	Cy5.5	20505	0	0	
AB89.RO5	NA	NA	AB89	E04	5	control	PCR Negative	SARS-CoV-2	SC2	NA	RNA	ROX	20505	0	0	
D01-0588.a1	D01-0588.e1	D01-0588	AB89	D04	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21139	0	3.87373900413513	
D01-0588.a2	D01-0588.e1	D01-0588	AB89	D04	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21139	0	0	
D01-0588.a3	D01-0588.e1	D01-0588	AB89	D04	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21139	0	6.14392423629761	
D01-0588.a4	D01-0588.e1	D01-0588	AB89	D04	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21139	0	0.059505719691515	
D01-0588.a5	D01-0588.e1	D01-0588	AB89	D04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21139	0	0.892881512641907	
K01-0537.a1	K01-0537.e1	K01-0537	AB89	C04	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20808	0	0	
K01-0537.a2	K01-0537.e1	K01-0537	AB89	C04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20808	0	0.423227220773697	
K01-0537.a3	K01-0537.e1	K01-0537	AB89	C04	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20808	0	1.45165812969208	
K01-0537.a4	K01-0537.e1	K01-0537	AB89	C04	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20808	0	0.241826713085175	
K01-0537.a5	K01-0537.e1	K01-0537	AB89	C04	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20808	0	1.20959877967834	
A01-1235.a1	A01-1235.e1	A01-1235	AB89	H01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20820	0	3.87258052825928	
A01-1235.a2	A01-1235.e1	A01-1235	AB89	H01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20820	0	0.181261122226715	
A01-1235.a3	A01-1235.e1	A01-1235	AB89	H01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20820	0	1.14842855930328	
A01-1235.a4	A01-1235.e1	A01-1235	AB89	H01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20820	0	1.14842855930328	
A01-1235.a5	A01-1235.e1	A01-1235	AB89	H01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20820	0	0.302116394042969	
E01-0617.a1	E01-0617.e1	E01-0617	AB89	F02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21474	0	0	
E01-0617.a2	E01-0617.e1	E01-0617	AB89	F02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21474	0	0.117157511413097	
E01-0617.a3	E01-0617.e1	E01-0617	AB89	F02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21474	0	3.87197113037109	
E01-0617.a4	E01-0617.e1	E01-0617	AB89	F02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21474	0	0	
E01-0617.a5	E01-0617.e1	E01-0617	AB89	F02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21474	0	3.34327244758606	
C01-0882.a1	C01-0882.e1	C01-0882	AB89	A02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21013	0	0.299341171979904	
C01-0882.a2	C01-0882.e1	C01-0882	AB89	A02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21013	0	0.179596170783043	
C01-0882.a3	C01-0882.e1	C01-0882	AB89	A02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21013	0	0	
C01-0882.a4	C01-0882.e1	C01-0882	AB89	A02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21013	0	0.0598625391721725	
C01-0882.a5	C01-0882.e1	C01-0882	AB89	A02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21013	0	1.43748784065247	
C01-0883.a1	C01-0883.e1	C01-0883	AB89	B02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20683	0	0	
C01-0883.a2	C01-0883.e1	C01-0883	AB89	B02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20683	0	0.547464966773987	
C01-0883.a3	C01-0883.e1	C01-0883	AB89	B02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20683	0	2.37407112121582	
C01-0883.a4	C01-0883.e1	C01-0883	AB89	B02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20683	0	0.182461842894554	
C01-0883.a5	C01-0883.e1	C01-0883	AB89	B02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20683	0	0.0608176775276661	
C01-0884.a1	C01-0884.e1	C01-0884	AB89	C02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21098	0	1.43169319629669	
C01-0884.a2	C01-0884.e1	C01-0884	AB89	C02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21098	0	0	
C01-0884.a3	C01-0884.e1	C01-0884	AB89	C02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21098	0	3.04429817199707	
C01-0884.a4	C01-0884.e1	C01-0884	AB89	C02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21098	0	1.25264227390289	
C01-0884.a5	C01-0884.e1	C01-0884	AB89	C02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21098	0	0	
A01-1234.a1	A01-1234.e1	A01-1234	AB89	G01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21540	0	2.10403442382813	
A01-1234.a2	A01-1234.e1	A01-1234	AB89	G01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21540	0	0	
A01-1234.a3	A01-1234.e1	A01-1234	AB89	G01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21540	0	1.11002397537231	
A01-1234.a4	A01-1234.e1	A01-1234	AB89	G01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21540	0	0.350428074598312	
A01-1234.a5	A01-1234.e1	A01-1234	AB89	G01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21540	0	0.993133246898651	
G01-0618.a1	G01-0618.e1	G01-0618	AB89	A04	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20367	0	0	
G01-0618.a2	G01-0618.e1	G01-0618	AB89	A04	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20367	0	0.247063413262367	
G01-0618.a3	G01-0618.e1	G01-0618	AB89	A04	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20367	0	4.33063125610352	
G01-0618.a4	G01-0618.e1	G01-0618	AB89	A04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20367	0	0.123525641858578	
G01-0618.a5	G01-0618.e1	G01-0618	AB89	A04	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20367	0	0.0617613047361374	
N02-0563.a1	N02-0563.e1	N02-0563	AB89	B04	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21075	0	5.44309616088867	
N02-0563.a2	N02-0563.e1	N02-0563	AB89	B04	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21075	0	1.73205733299255	
N02-0563.a3	N02-0563.e1	N02-0563	AB89	B04	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21075	0	0.119375683367252	
N02-0563.a4	N02-0563.e1	N02-0563	AB89	B04	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21075	0	0.298460453748703	
N02-0563.a5	N02-0563.e1	N02-0563	AB89	B04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21075	0	0.298460453748703	
AB89.RO6	NA	NA	AB89	F04	5	control	PCR Negative	SARS-CoV-2	SC2	NA	RNA	ROX	20993	0	0	
AB89.CZ7	NA	NA	AB89	F04	5	control	PCR Negative	Influenza Virus B (FluB)	NEP/NS1	NA	RNA	Cy5.5	20993	0	0.539378941059113	
AB89.HE8	NA	NA	AB89	F04	5	control	PCR Negative	Respiratory Syncitial Virus, Bovine (BRSV)	Other	NA	RNA	HEX	20993	0	0	
AB89.CY9	NA	NA	AB89	F04	5	control	PCR Negative	Respiratory Syncitial Virus, Human (RSV)	G	NA	RNA	Cy5	20993	0	0	
AB89.FA10	NA	NA	AB89	F04	5	control	PCR Negative	Influenza Virus A (FluA)	M	NA	RNA	FAM	20993	0	13.9783926010132	
C01-0885.a1	C01-0885.e1	C01-0885	AB89	D02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21004	0	1.37815034389496	
C01-0885.a2	C01-0885.e1	C01-0885	AB89	D02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21004	0	0.119779229164124	
C01-0885.a3	C01-0885.e1	C01-0885	AB89	D02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21004	0	0	
C01-0885.a4	C01-0885.e1	C01-0885	AB89	D02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21004	0	2.09778499603271	
C01-0885.a5	C01-0885.e1	C01-0885	AB89	D02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21004	0	4.86020565032959	
J01-0531.a1	J01-0531.e1	J01-0531	AB89	H03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21577	0	0.0582977570593357	
J01-0531.a2	J01-0531.e1	J01-0531	AB89	H03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21577	0	0.116598226130009	
J01-0531.a3	J01-0531.e1	J01-0531	AB89	H03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21577	0	3.9704155921936	
J01-0531.a4	J01-0531.e1	J01-0531	AB89	H03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21577	0	0	
J01-0531.a5	J01-0531.e1	J01-0531	AB89	H03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21577	0	1.80848813056946	
C01-0886.a1	C01-0886.e1	C01-0886	AB89	E02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20375	0	0.4322230219841	
