assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
A01-1360.a1	A01-1360.e1	A01-1360	AB115	E01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20328	0	3.6561267375946	
A01-1360.a2	A01-1360.e1	A01-1360	AB115	E01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20328	0	0	
A01-1360.a3	A01-1360.e1	A01-1360	AB115	E01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20328	0	0	
A01-1360.a4	A01-1360.e1	A01-1360	AB115	E01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20328	0	0	
A01-1360.a5	A01-1360.e1	A01-1360	AB115	E01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20328	0	13.8125381469727	
A04-0683.a1	A04-0683.e1	A04-0683	AB115	C02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21032	0	0	
A04-0683.a2	A04-0683.e1	A04-0683	AB115	C02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21032	0	0	
A04-0683.a3	A04-0683.e1	A04-0683	AB115	C02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21032	0	16.1312828063965	
A04-0683.a4	A04-0683.e1	A04-0683	AB115	C02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21032	0	0	
A04-0683.a5	A04-0683.e1	A04-0683	AB115	C02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21032	0	0.658049523830414	
R02-0556.a1	R02-0556.e1	R02-0556	AB115	H03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21157	0	1.6658056974411	
R02-0556.a2	R02-0556.e1	R02-0556	AB115	H03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21157	0	13.0281400680542	
R02-0556.a3	R02-0556.e1	R02-0556	AB115	H03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21157	0	0	
R02-0556.a4	R02-0556.e1	R02-0556	AB115	H03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21157	0	0	
R02-0556.a5	R02-0556.e1	R02-0556	AB115	H03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21157	0	0	
A01-1359.a1	A01-1359.e1	A01-1359	AB115	D01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21195	0	14.9850254058838	
A01-1359.a2	A01-1359.e1	A01-1359	AB115	D01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21195	0	0	
A01-1359.a3	A01-1359.e1	A01-1359	AB115	D01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21195	0	0	
A01-1359.a4	A01-1359.e1	A01-1359	AB115	D01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21195	0	0	
A01-1359.a5	A01-1359.e1	A01-1359	AB115	D01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21195	0	2.13831186294556	
M04-0424.a1	M04-0424.e1	M04-0424	AB115	G02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21290	0	0	
M04-0424.a2	M04-0424.e1	M04-0424	AB115	G02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21290	0	13.5434083938599	
M04-0424.a3	M04-0424.e1	M04-0424	AB115	G02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21290	0	0	
M04-0424.a4	M04-0424.e1	M04-0424	AB115	G02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21290	0	0	
M04-0424.a5	M04-0424.e1	M04-0424	AB115	G02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21290	0	0	
N02-0605.a1	N02-0605.e1	N02-0605	AB115	B03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20436	0	1.17001795768738	
N02-0605.a2	N02-0605.e1	N02-0605	AB115	B03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20436	0	0	
N02-0605.a3	N02-0605.e1	N02-0605	AB115	B03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20436	0	13.9880743026733	
N02-0605.a4	N02-0605.e1	N02-0605	AB115	B03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20436	0	0	
N02-0605.a5	N02-0605.e1	N02-0605	AB115	B03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20436	0	0	
A01-1356.a1	A01-1356.e1	A01-1356	AB115	A01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21755	0	4.34394884109497	
A01-1356.a2	A01-1356.e1	A01-1356	AB115	A01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21755	0	13.135537147522	
A01-1356.a3	A01-1356.e1	A01-1356	AB115	A01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21755	0	0	
