Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
H01-0187	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	04/13/2022 08:00 AM	04/14/2022 08:00 AM	2.5	04/18/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5011.86993	335	2673.434965	47429.9563793033	3170.280875	25300.1186271516	3.95249636494194	0.264190072916667	2.1083432189293	2327.973986	2972.91681726386	23329.6898950606	27969.1767674036	1.94414082458839	2.33076473061697	1911.9093067	904.655339569207	19238.6100556384	7561.47900688691	1.60321750463654	0.630123250573909	1495.8446274	1835.16068954686	15147.5302162162	18154.479938883	1.26229418468468	1.51287332824025
A02-0460	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	04/18/2022 09:00 AM	04/20/2022 09:00 AM	NA	04/20/2022	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4938.057885	2468.956215	3703.50705	NA	NA	NA	NA	NA	NA	154110.170531	358512.360839426	NA	NA	NA	NA	147875.91311	358686.318521424	NA	NA	NA	NA	141641.655689	359501.573695057	NA	NA	NA	NA
M03-0055	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	04/21/2022 11:00 AM	04/22/2022 11:00 AM	0.225	04/27/2022	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2787.705828	8363.673817	5575.6898225	2374.33714163313	7123.48526331224	4748.91120247269	2.17629435530076	6.52931738158776	4.35280586844426	1845.8577122	2194.23626076862	1773.85207885956	1574.94301208191	1.62589558098952	1.44357746295317	2525.7481204	3902.44683348607	2345.19996288914	2834.39422840871	2.14958750035669	2.59797821119039	3205.6385286	6270.97071084652	2916.54784691872	4872.21424696177	2.67327941972385	4.46582424102821
A03-0177	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	01/12/2022 06:00 AM	01/12/2022 02:00 PM	NA	01/13/2022	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2160	77046.32968	39603.16484	NA	NA	NA	NA	NA	NA	269119.723914	1074520.63804459	NA	NA	NA	NA	151410.257689	525877.053285947	NA	NA	NA	NA	33700.791464	60438.5657120174	NA	NA	NA	NA
A01-0231	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	04/18/2022 12:00 AM	04/19/2022 12:00 AM	13.8	04/25/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	34896.27354	37581.80805	36239.040795	1822934.49893051	1963223.2177456	1893078.85833805	37.7200483970061	40.6228939278596	39.1714711624328	43864.276496	46690.6055538817	1559731.13050849	1171880.19734363	32.2738605054728	24.2484728799792	40743.816919	39033.5248827141	1480985.99247156	996960.531080605	30.6444709582758	20.6290459170792	37623.357342	34475.9211521434	1402240.85443462	986831.703348792	29.0150814110789	20.4194608373778
D01-0069	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	03/27/2022 07:25 AM	03/28/2022 07:25 AM	1.25	03/30/2022	24-hr flow-weighted composite	Charles Town	25414	NA	-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	48688.61295	9124.807846	28906.710398	230382.952933824	43176.4235854086	136779.688259616	13.551938407872	2.53978962267109	8.04586401527156	407647.30171	986969.867174471	1966911.43863808	4767124.83736636	115.700672861063	280.419108080374	418151.6341832	1030248.84541799	2018162.52052051	4976607.05905038	118.715442383559	292.741591708846	428655.9666564	1074453.48075698	2069413.60240293	5190497.01383223	121.730211906055	305.323353754837
A02-0316	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	01/31/2022 09:00 AM	02/02/2022 09:00 AM	NA	02/02/2022	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	72013.35937	53998.41718	63005.888275	NA	NA	NA	NA	NA	NA	1645239.895074	2026800.07622478	NA	NA	NA	NA	1226060.069135	2097736.82265799	NA	NA	NA	NA	806880.243196	2433719.88936467	NA	NA	NA	NA
G01-0052	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	10/12/2021 09:00 AM	10/13/2021 08:00 AM	NA	10/15/2021	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	82535.56371	55681.60415	69108.58393	NA	NA	NA	NA	NA	NA	206526.155106	365479.325274446	NA	NA	NA	NA	200096.302767	394819.090723512	NA	NA	NA	NA	193666.450428	424911.698307542	NA	NA	NA	NA
L01-0046	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	02/10/2022 09:00 AM	02/11/2022 09:00 AM	0.344	02/16/2022	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	130803.3612	146848.1773	138825.76925	170329.656922912	191222.912238618	180776.284580765	302.002937806581	339.047716735139	320.52532727086	187376.78404	169893.770065538	238123.217818265	291595.413508913	422.204286911816	517.013144519349	191530.263696	171672.848378685	246378.56654697	304242.880180751	436.841430047819	539.437730816934	195683.743352	179760.591301662	254633.915275676	321644.106013038	451.478573183822	570.290968108224
E02-0112	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	04/21/2022 08:00 AM	04/22/2022 08:00 AM	0.124	04/29/2022	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1477	2843.113965	2160.0569825	693.29027068	1334.53165224708	1013.91096146354	0.289958289703053	0.558147909764567	0.42405309973381	3447.2123904	3223.41577584008	2166.57059288979	2489.30802544882	0.906135756122874	1.04111586175191	3311.0124471	1816.40770535247	2063.87644482596	1741.55263053539	0.863185464168112	0.728378348195479	3174.8125038	2668.83775947383	1961.18229676212	2185.9676242151	0.820235172213351	0.914248274452154
A1007	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/16/2021 12:01 PM	03/16/2021 11:59 AM	8.66	03/19/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1887	1412	1649.5	61858.9746822	46287.6906472	54073.3326647	1.27998209489737	0.957782044512498	1.11888206970493	5876.4	15316.5933224275	183059.488607676	460700.032806812	3.78785566561157	9.53277670929506	5300	12454.1197755122	165927.377066524	374221.160219388	3.43335906858393	7.74336120301663	4723.6	9686.05137321381	148795.265525372	291260.975806926	3.07886247155628	6.0267541757765
L01-0035	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	02/15/2022 09:00 AM	02/16/2022 09:00 AM	0.26461	02/23/2022	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	633710.0065	516999.7877	575354.8971	634760.279505544	517856.632179847	576308.455842695	1125.46148848501	918.185518049374	1021.82350326719	351406.95646	364026.116555196	379743.360625956	336717.557693054	673.303830897086	597.01694626428	341926.811394	362463.043978683	368427.847769473	346182.752476648	653.240864839492	613.799206518879	332446.666328	376597.802142648	357112.33491299	373830.31818917	633.177898781898	662.819713101365
E02-0108	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	04/14/2022 08:00 AM	04/15/2022 08:00 AM	0.186	04/22/2022	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2872.931762	5746.06047	4309.496116	2022.79177954179	4045.72222605614	3034.25700279897	0.846002417206939	1.69206282980182	1.26903262350438	12564.3299728	28748.5787839989	9195.5879874506	24332.8834959973	3.84591718421188	10.1768646992879	14198.2813762	32181.1070983182	10530.8782209517	27352.404749659	4.40438235924371	11.4397343160431	15832.2327796	35959.3283477428	11866.1684544528	30531.2865457035	4.96284753427554	12.7692540969065
A03-0083	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	11/17/2021 06:00 AM	11/17/2021 02:00 PM	NA	11/22/2021	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	947	2450	1698.5	NA	NA	NA	NA	NA	NA	2150.3338926	5448.68766254042	NA	NA	NA	NA	2677.6708987	1906.53830452531	NA	NA	NA	NA	3205.0079048	5020.21896930427	NA	NA	NA	NA
